tournament_name,category,tournament_date,player_1,player_2,player_1_seed,player_2_seed,player_1_nationality,player_2_nationality,round,match,game,player_1_score,player_2_score,game_winner
2020-2021 PSA World Championship,Women's,2021-07-22,Salma Hany,Zeina Mickawy,8,26,EGY,EGY,2nd,36,4,11,5,Salma Hany
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Emily Whitlock,7,24,NZL,WAL,2nd,35,1,11,7,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Emily Whitlock,7,24,NZL,WAL,2nd,35,2,11,7,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Emily Whitlock,7,24,NZL,WAL,2nd,35,3,8,11,Emily Whitlock
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Emily Whitlock,7,24,NZL,WAL,2nd,35,4,11,9,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Rachel Arnold,15,NA,EGY,MAS,2nd,34,1,12,14,Rachel Arnold
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Rachel Arnold,15,NA,EGY,MAS,2nd,34,2,13,11,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Rachel Arnold,15,NA,EGY,MAS,2nd,34,3,11,4,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Rachel Arnold,15,NA,EGY,MAS,2nd,34,4,11,7,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Lucy Turmel,9,28,WAL,ENG,2nd,33,1,9,11,Lucy Turmel
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Lucy Turmel,9,28,WAL,ENG,2nd,33,2,11,8,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Lucy Turmel,9,28,WAL,ENG,2nd,33,3,11,3,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Lucy Turmel,9,28,WAL,ENG,2nd,33,4,3,11,Lucy Turmel
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Lucy Turmel,9,28,WAL,ENG,2nd,33,5,11,7,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lisa Aitken,2,32,EGY,SCO,2nd,32,1,11,3,Nouran Gohar
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lisa Aitken,2,32,EGY,SCO,2nd,32,2,11,4,Nouran Gohar
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lisa Aitken,2,32,EGY,SCO,2nd,32,3,11,5,Nouran Gohar
2020-2021 PSA World Championship,Women's,2021-07-22,Nour El Sherbini,Haley Mendez,1,NA,EGY,USA,1st,31,1,11,3,Nour El Sherbini
2020-2021 PSA World Championship,Women's,2021-07-22,Nour El Sherbini,Haley Mendez,1,NA,EGY,USA,1st,31,2,11,7,Nour El Sherbini
2020-2021 PSA World Championship,Women's,2021-07-22,Nour El Sherbini,Haley Mendez,1,NA,EGY,USA,1st,31,3,11,6,Nour El Sherbini
2020-2021 PSA World Championship,Women's,2021-07-22,Emilia Soini,Mayar Hany,NA,31,FIN,EGY,1st,30,1,11,13,Mayar Hany
2020-2021 PSA World Championship,Women's,2021-07-22,Emilia Soini,Mayar Hany,NA,31,FIN,EGY,1st,30,2,11,6,Emilia Soini
2020-2021 PSA World Championship,Women's,2021-07-22,Emilia Soini,Mayar Hany,NA,31,FIN,EGY,1st,30,3,11,6,Emilia Soini
2020-2021 PSA World Championship,Women's,2021-07-22,Emilia Soini,Mayar Hany,NA,31,FIN,EGY,1st,30,4,11,7,Emilia Soini
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Fiechter,Enora Villard,17,NA,USA,FRA,1st,29,1,11,6,Olivia Fiechter
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Fiechter,Enora Villard,17,NA,USA,FRA,1st,29,2,11,1,Olivia Fiechter
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Fiechter,Enora Villard,17,NA,USA,FRA,1st,29,3,11,2,Olivia Fiechter
2020-2021 PSA World Championship,Women's,2021-07-22,Tinne Gilis,Menna Hamed,14,NA,BEL,EGY,1st,28,1,12,10,Tinne Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Tinne Gilis,Menna Hamed,14,NA,BEL,EGY,1st,28,2,10,12,Menna Hamed
2020-2021 PSA World Championship,Women's,2021-07-22,Tinne Gilis,Menna Hamed,14,NA,BEL,EGY,1st,28,3,11,3,Tinne Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Tinne Gilis,Menna Hamed,14,NA,BEL,EGY,1st,28,4,11,7,Tinne Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Joshna Chinappa,Tessa ter Sluis,10,NA,IND,NED,1st,27,1,11,6,Joshna Chinappa
2020-2021 PSA World Championship,Women's,2021-07-22,Joshna Chinappa,Tessa ter Sluis,10,NA,IND,NED,1st,27,2,11,4,Joshna Chinappa
2020-2021 PSA World Championship,Women's,2021-07-22,Joshna Chinappa,Tessa ter Sluis,10,NA,IND,NED,1st,27,3,11,6,Joshna Chinappa
2020-2021 PSA World Championship,Women's,2021-07-22,Melissa Alves,Bruna Marchesi Petrillo,27,NA,FRA,ITA,1st,26,1,11,1,Melissa Alves
2020-2021 PSA World Championship,Women's,2021-07-22,Melissa Alves,Bruna Marchesi Petrillo,27,NA,FRA,ITA,1st,26,2,11,3,Melissa Alves
2020-2021 PSA World Championship,Women's,2021-07-22,Melissa Alves,Bruna Marchesi Petrillo,27,NA,FRA,ITA,1st,26,3,11,2,Melissa Alves
2020-2021 PSA World Championship,Women's,2021-07-22,Coline Aumard,Liu TszLing,23,NA,FRA,HKG,1st,25,1,11,7,Coline Aumard
2020-2021 PSA World Championship,Women's,2021-07-22,Coline Aumard,Liu TszLing,23,NA,FRA,HKG,1st,25,2,11,6,Coline Aumard
2020-2021 PSA World Championship,Women's,2021-07-22,Coline Aumard,Liu TszLing,23,NA,FRA,HKG,1st,25,3,11,5,Coline Aumard
2020-2021 PSA World Championship,Women's,2021-07-22,SarahJane Perry,Vanessa Chu,6,NA,ENG,HKG,1st,24,1,7,11,Vanessa Chu
2020-2021 PSA World Championship,Women's,2021-07-22,SarahJane Perry,Vanessa Chu,6,NA,ENG,HKG,1st,24,2,11,4,SarahJane Perry
2020-2021 PSA World Championship,Women's,2021-07-22,SarahJane Perry,Vanessa Chu,6,NA,ENG,HKG,1st,24,3,11,9,SarahJane Perry
2020-2021 PSA World Championship,Women's,2021-07-22,SarahJane Perry,Vanessa Chu,6,NA,ENG,HKG,1st,24,4,11,5,SarahJane Perry
2020-2021 PSA World Championship,Women's,2021-07-22,Amanda Sobhy,Jasmine Hutton,5,NA,USA,ENG,1st,23,1,11,8,Amanda Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Amanda Sobhy,Jasmine Hutton,5,NA,USA,ENG,1st,23,2,11,1,Amanda Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Amanda Sobhy,Jasmine Hutton,5,NA,USA,ENG,1st,23,3,11,3,Amanda Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Nada Abbas,Tong TszWing,22,NA,EGY,HKG,1st,22,1,11,5,Nada Abbas
2020-2021 PSA World Championship,Women's,2021-07-22,Nada Abbas,Tong TszWing,22,NA,EGY,HKG,1st,22,2,11,7,Nada Abbas
2020-2021 PSA World Championship,Women's,2021-07-22,Nada Abbas,Tong TszWing,22,NA,EGY,HKG,1st,22,3,11,6,Nada Abbas
2020-2021 PSA World Championship,Women's,2021-07-22,Danielle Letourneau,Marina Stefanoni,19,NA,CAN,USA,1st,21,1,11,4,Danielle Letourneau
2020-2021 PSA World Championship,Women's,2021-07-22,Danielle Letourneau,Marina Stefanoni,19,NA,CAN,USA,1st,21,2,12,10,Danielle Letourneau
2020-2021 PSA World Championship,Women's,2021-07-22,Danielle Letourneau,Marina Stefanoni,19,NA,CAN,USA,1st,21,3,11,5,Danielle Letourneau
2020-2021 PSA World Championship,Women's,2021-07-22,Hollie Naughton,Cristina Gomez,16,NA,CAN,ESP,1st,20,1,12,10,Hollie Naughton
2020-2021 PSA World Championship,Women's,2021-07-22,Hollie Naughton,Cristina Gomez,16,NA,CAN,ESP,1st,20,2,11,9,Hollie Naughton
2020-2021 PSA World Championship,Women's,2021-07-22,Hollie Naughton,Cristina Gomez,16,NA,CAN,ESP,1st,20,3,11,8,Hollie Naughton
2020-2021 PSA World Championship,Women's,2021-07-22,Nele Gilis,Nicole Bunyan,13,NA,BEL,CAN,1st,19,1,11,3,Nele Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Nele Gilis,Nicole Bunyan,13,NA,BEL,CAN,1st,19,2,11,2,Nele Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Nele Gilis,Nicole Bunyan,13,NA,BEL,CAN,1st,19,3,11,4,Nele Gilis
2020-2021 PSA World Championship,Women's,2021-07-22,Sivasangari Subramaniam,Sana Ibrahim,25,NA,MAS,EGY,1st,18,1,11,9,Sivasangari Subramaniam
2020-2021 PSA World Championship,Women's,2021-07-22,Sivasangari Subramaniam,Sana Ibrahim,25,NA,MAS,EGY,1st,18,2,11,2,Sivasangari Subramaniam
2020-2021 PSA World Championship,Women's,2021-07-22,Sivasangari Subramaniam,Sana Ibrahim,25,NA,MAS,EGY,1st,18,3,11,8,Sivasangari Subramaniam
2020-2021 PSA World Championship,Women's,2021-07-22,Tze Lok Ho,Milou van der Heijden,NA,30,HKG,NED,1st,17,1,9,11,Milou van der Heijden
2020-2021 PSA World Championship,Women's,2021-07-22,Tze Lok Ho,Milou van der Heijden,NA,30,HKG,NED,1st,17,2,11,6,Tze Lok Ho
2020-2021 PSA World Championship,Women's,2021-07-22,Tze Lok Ho,Milou van der Heijden,NA,30,HKG,NED,1st,17,3,11,4,Tze Lok Ho
2020-2021 PSA World Championship,Women's,2021-07-22,Tze Lok Ho,Milou van der Heijden,NA,30,HKG,NED,1st,17,4,11,8,Tze Lok Ho
2020-2021 PSA World Championship,Women's,2021-07-22,Hania El Hammamy,Jelena Dutina,4,NA,EGY,SRB,1st,16,1,11,3,Hania El Hammamy
2020-2021 PSA World Championship,Women's,2021-07-22,Hania El Hammamy,Jelena Dutina,4,NA,EGY,SRB,1st,16,2,11,1,Hania El Hammamy
2020-2021 PSA World Championship,Women's,2021-07-22,Hania El Hammamy,Jelena Dutina,4,NA,EGY,SRB,1st,16,3,11,3,Hania El Hammamy
2020-2021 PSA World Championship,Women's,2021-07-22,Camille Serme,Lee Ka Yi,3,NA,FRA,HKG,1st,15,1,11,2,Camille Serme
2020-2021 PSA World Championship,Women's,2021-07-22,Camille Serme,Lee Ka Yi,3,NA,FRA,HKG,1st,15,2,11,1,Camille Serme
2020-2021 PSA World Championship,Women's,2021-07-22,Camille Serme,Lee Ka Yi,3,NA,FRA,HKG,1st,15,3,11,6,Camille Serme
2020-2021 PSA World Championship,Women's,2021-07-22,Donna Lobban,Lily Taylor,20,NA,AUS,ENG,1st,14,1,9,11,Lily Taylor
2020-2021 PSA World Championship,Women's,2021-07-22,Donna Lobban,Lily Taylor,20,NA,AUS,ENG,1st,14,2,11,6,Donna Lobban
2020-2021 PSA World Championship,Women's,2021-07-22,Donna Lobban,Lily Taylor,20,NA,AUS,ENG,1st,14,3,11,4,Donna Lobban
2020-2021 PSA World Championship,Women's,2021-07-22,Donna Lobban,Lily Taylor,20,NA,AUS,ENG,1st,14,4,11,6,Donna Lobban
2020-2021 PSA World Championship,Women's,2021-07-22,Low Wee Wern,Nadia Pfister,21,NA,MAS,SUI,1st,13,1,11,2,Low Wee Wern
2020-2021 PSA World Championship,Women's,2021-07-22,Low Wee Wern,Nadia Pfister,21,NA,MAS,SUI,1st,13,2,11,4,Low Wee Wern
2020-2021 PSA World Championship,Women's,2021-07-22,Low Wee Wern,Nadia Pfister,21,NA,MAS,SUI,1st,13,3,11,2,Low Wee Wern
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Clyne,Cindy Merlo,12,NA,USA,SUI,1st,12,1,11,3,Olivia Clyne
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Clyne,Cindy Merlo,12,NA,USA,SUI,1st,12,2,11,6,Olivia Clyne
2020-2021 PSA World Championship,Women's,2021-07-22,Olivia Clyne,Cindy Merlo,12,NA,USA,SUI,1st,12,3,11,5,Olivia Clyne
2020-2021 PSA World Championship,Women's,2021-07-22,Rowan Elaraby,Georgia Adderley,11,NA,EGY,SCO,1st,11,1,11,4,Rowan Elaraby
2020-2021 PSA World Championship,Women's,2021-07-22,Rowan Elaraby,Georgia Adderley,11,NA,EGY,SCO,1st,11,2,11,5,Rowan Elaraby
2020-2021 PSA World Championship,Women's,2021-07-22,Rowan Elaraby,Georgia Adderley,11,NA,EGY,SCO,1st,11,3,11,6,Rowan Elaraby
2020-2021 PSA World Championship,Women's,2021-07-22,Sabrina Sobhy,Ali Loke,18,NA,USA,WAL,1st,10,1,11,5,Sabrina Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Sabrina Sobhy,Ali Loke,18,NA,USA,WAL,1st,10,2,11,3,Sabrina Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Sabrina Sobhy,Ali Loke,18,NA,USA,WAL,1st,10,3,11,2,Sabrina Sobhy
2020-2021 PSA World Championship,Women's,2021-07-22,Zeina Mickawy,Marie Stephan,26,NA,EGY,FRA,1st,9,1,11,3,Zeina Mickawy
2020-2021 PSA World Championship,Women's,2021-07-22,Zeina Mickawy,Marie Stephan,26,NA,EGY,FRA,1st,9,2,11,6,Zeina Mickawy
2020-2021 PSA World Championship,Women's,2021-07-22,Zeina Mickawy,Marie Stephan,26,NA,EGY,FRA,1st,9,3,5,11,Marie Stephan
2020-2021 PSA World Championship,Women's,2021-07-22,Zeina Mickawy,Marie Stephan,26,NA,EGY,FRA,1st,9,4,11,3,Zeina Mickawy
2020-2021 PSA World Championship,Women's,2021-07-22,Salma Hany,Ineta Mackevica,8,NA,EGY,LAT,1st,8,1,11,3,Salma Hany
2020-2021 PSA World Championship,Women's,2021-07-22,Salma Hany,Ineta Mackevica,8,NA,EGY,LAT,1st,8,2,11,3,Salma Hany
2020-2021 PSA World Championship,Women's,2021-07-22,Salma Hany,Ineta Mackevica,8,NA,EGY,LAT,1st,8,3,11,9,Salma Hany
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Karina Tyma,7,NA,NZL,POL,1st,7,1,11,3,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Karina Tyma,7,NA,NZL,POL,1st,7,2,11,2,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Joelle King,Karina Tyma,7,NA,NZL,POL,1st,7,3,11,2,Joelle King
2020-2021 PSA World Championship,Women's,2021-07-22,Emily Whitlock,Lucie Stefanoni,24,NA,WAL,USA,1st,6,1,11,2,Emily Whitlock
2020-2021 PSA World Championship,Women's,2021-07-22,Emily Whitlock,Lucie Stefanoni,24,NA,WAL,USA,1st,6,2,11,1,Emily Whitlock
2020-2021 PSA World Championship,Women's,2021-07-22,Emily Whitlock,Lucie Stefanoni,24,NA,WAL,USA,1st,6,3,11,6,Emily Whitlock
2020-2021 PSA World Championship,Women's,2021-07-22,Rachel Arnold,Farida Mohamed,NA,29,MAS,EGY,1st,5,1,11,8,Rachel Arnold
2020-2021 PSA World Championship,Women's,2021-07-22,Rachel Arnold,Farida Mohamed,NA,29,MAS,EGY,1st,5,2,11,8,Rachel Arnold
2020-2021 PSA World Championship,Women's,2021-07-22,Rachel Arnold,Farida Mohamed,NA,29,MAS,EGY,1st,5,3,11,13,Farida Mohamed
2020-2021 PSA World Championship,Women's,2021-07-22,Rachel Arnold,Farida Mohamed,NA,29,MAS,EGY,1st,5,4,11,9,Rachel Arnold
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Menna Nasser,15,NA,EGY,EGY,1st,4,1,11,4,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Menna Nasser,15,NA,EGY,EGY,1st,4,2,11,7,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Nadine Shahin,Menna Nasser,15,NA,EGY,EGY,1st,4,3,11,6,Nadine Shahin
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Nikki Todd,9,NA,WAL,CAN,1st,3,1,11,3,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Nikki Todd,9,NA,WAL,CAN,1st,3,2,11,8,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Tesni Evans,Nikki Todd,9,NA,WAL,CAN,1st,3,3,11,3,Tesni Evans
2020-2021 PSA World Championship,Women's,2021-07-22,Lucy Turmel,Anna Serme,28,NA,ENG,CZE,1st,2,1,11,4,Lucy Turmel
2020-2021 PSA World Championship,Women's,2021-07-22,Lucy Turmel,Anna Serme,28,NA,ENG,CZE,1st,2,2,11,6,Lucy Turmel
2020-2021 PSA World Championship,Women's,2021-07-22,Lucy Turmel,Anna Serme,28,NA,ENG,CZE,1st,2,3,11,4,Lucy Turmel
2020-2021 PSA World Championship,Women's,2021-07-22,Lisa Aitken,Hana Moataz,32,NA,SCO,EGY,1st,1,1,11,8,Lisa Aitken
2020-2021 PSA World Championship,Women's,2021-07-22,Lisa Aitken,Hana Moataz,32,NA,SCO,EGY,1st,1,2,7,11,Hana Moataz
2020-2021 PSA World Championship,Women's,2021-07-22,Lisa Aitken,Hana Moataz,32,NA,SCO,EGY,1st,1,3,11,9,Lisa Aitken
2020-2021 PSA World Championship,Women's,2021-07-22,Lisa Aitken,Hana Moataz,32,NA,SCO,EGY,1st,1,4,11,5,Lisa Aitken
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lucy Beecroft,2,NA,EGY,ENG,1st,0,1,11,6,Nouran Gohar
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lucy Beecroft,2,NA,EGY,ENG,1st,0,2,11,1,Nouran Gohar
2020-2021 PSA World Championship,Women's,2021-07-22,Nouran Gohar,Lucy Beecroft,2,NA,EGY,ENG,1st,0,3,11,5,Nouran Gohar
